Date,CA,CAQF,CAName,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210219,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",2669,"",0.958231311,"",77167,"",27.70469673,""
20210219,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",225,"",0.080780084,"",907,"",0.325633495,""
20210220,"",:,Unknown,"",z,Dose 1,"",13,"","",z,2882,"","",z
20210220,"",:,Unknown,"",z,Dose 2,"",2,"","",z,95,"","",z
20210220,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",2,"",0.004695497,"",14057,"",33.00230079,""
20210220,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",3,"",0.007043246,"",306,"",0.718411044,""
20210220,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",429,"",0.341514285,"",55674,"",44.32043434,""
20210220,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",240,"",0.191056943,"",1445,"",1.150322011,""
20210220,S12000008,"",East Ayrshire,100957,"",Dose 1,"",923,"",0.914250622,"",36975,"",36.6245035,""
20210220,S12000008,"",East Ayrshire,100957,"",Dose 2,"",2,"",0.001981041,"",1377,"",1.363947027,""
20210220,S12000010,"",East Lothian,87390,"",Dose 1,"",175,"",0.200251745,"",28040,"",32.08605104,""
20210220,S12000010,"",East Lothian,87390,"",Dose 2,"",296,"",0.338711523,"",1290,"",1.476141435,""
20210220,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",180,"",0.236826525,"",27044,"",35.58186961,""
20210220,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",60,"",0.078942175,"",474,"",0.623643181,""
20210220,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",729,"",3.24490341,"",10899,"",48.513309,""
20210220,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",1,"",0.004451171,"",191,"",0.850173596,""
20210220,S12000014,"",Falkirk,132778,"",Dose 1,"",5,"",0.003765684,"",41883,"",31.54362922,""
20210220,S12000014,"",Falkirk,132778,"",Dose 2,"",7,"",0.005271958,"",606,"",0.45640091,""
20210220,S12000017,"",Highland,196794,"",Dose 1,"",1126,"",0.572171916,"",72654,"",36.9188085,""
20210220,S12000017,"",Highland,196794,"",Dose 2,"",5,"",0.002540728,"",1609,"",0.817606228,""
20210220,S12000018,"",Inverclyde,65197,"",Dose 1,"",18,"",0.027608632,"",23747,"",36.42345507,""
20210220,S12000018,"",Inverclyde,65197,"",Dose 2,"",79,"",0.12117122,"",1001,"",1.535346718,""
20210220,S12000019,"",Midlothian,74507,"",Dose 1,"",285,"",0.382514395,"",23724,"",31.8413035,""
20210220,S12000019,"",Midlothian,74507,"",Dose 2,"",20,"",0.026843115,"",1105,"",1.483082127,""
20210220,S12000020,"",Moray,79675,"",Dose 1,"",2,"",0.002510198,"",26195,"",32.87731409,""
20210220,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",339,"",0.425478506,""
20210220,S12000021,"",North Ayrshire,112272,"",Dose 1,"",6,"",0.005344164,"",41169,"",36.66898247,""
20210220,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",1375,"",1.22470429,""
20210220,S12000023,"",Orkney Islands,18688,"",Dose 1,"",0,"",0,"",6934,"",37.10402397,""
20210220,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",127,"",0.679580479,""
20210220,S12000026,"",Scottish Borders,96487,"",Dose 1,"",61,"",0.063220952,"",37358,"",38.71816929,""
20210220,S12000026,"",Scottish Borders,96487,"",Dose 2,"",21,"",0.02176459,"",874,"",0.90582151,""
20210220,S12000027,"",Shetland Islands,18722,"",Dose 1,"",379,"",2.024356372,"",8535,"",45.5880782,""
20210220,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",185,"",0.988142292,""
20210220,S12000028,"",South Ayrshire,95002,"",Dose 1,"",1467,"",1.544178017,"",38591,"",40.62125008,""
20210220,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",1399,"",1.472600577,""
20210220,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",3052,"",1.152215523,"",78754,"",29.73184185,""
20210220,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",147,"",0.055496619,"",1359,"",0.513060582,""
20210220,S12000030,"",Stirling,78793,"",Dose 1,"",214,"",0.271597731,"",25483,"",32.34170548,""
20210220,S12000030,"",Stirling,78793,"",Dose 2,"",3,"",0.003807445,"",552,"",0.700569848,""
20210220,S12000033,"",Aberdeen City,193247,"",Dose 1,"",13,"",0.006727142,"",51317,"",26.5551341,""
20210220,S12000033,"",Aberdeen City,193247,"",Dose 2,"",4,"",0.00206989,"",1654,"",0.855899445,""
20210220,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",244,"",0.114989114,"",68148,"",32.11589395,""
20210220,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",1,"",0.000471,"",5121,"",2.413357588,""
20210220,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",186,"",0.254920235,"",27934,"",38.28463352,""
20210220,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",2,"",0.002741078,"",235,"",0.322076641,""
20210220,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1884,"",0.422551322,"",105799,"",23.72903784,""
20210220,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",219,"",0.049118227,"",4618,"",1.035744164,""
20210220,S12000038,"",Renfrewshire,148833,"",Dose 1,"",231,"",0.155207514,"",48412,"",32.52773242,""
20210220,S12000038,"",Renfrewshire,148833,"",Dose 2,"",69,"",0.046360686,"",767,"",0.5153427,""
20210220,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",23,"",0.031385178,"",25010,"",34.12796965,""
20210220,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",21,"",0.028656032,"",772,"",1.053450323,""
20210220,S12000040,"",West Lothian,147606,"",Dose 1,"",891,"",0.603633999,"",39075,"",26.47250112,""
20210220,S12000040,"",West Lothian,147606,"",Dose 2,"",70,"",0.047423546,"",1631,"",1.104968633,""
20210220,S12000041,"",Angus,97055,"",Dose 1,"",201,"",0.207099068,"",37850,"",38.998506,""
20210220,S12000041,"",Angus,97055,"",Dose 2,"",42,"",0.043274432,"",649,"",0.668693009,""
20210220,S12000042,"",Dundee City,125276,"",Dose 1,"",1277,"",1.019349277,"",41788,"",33.3567483,""
20210220,S12000042,"",Dundee City,125276,"",Dose 2,"",159,"",0.126919761,"",924,"",0.737571442,""
20210220,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",239,"",0.26781112,"",33933,"",38.02357634,""
20210220,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",92,"",0.103090473,"",809,"",0.906523834,""
20210220,S12000047,"",Fife,308998,"",Dose 1,"",824,"",0.266668393,"",100552,"",32.54131095,""
20210220,S12000047,"",Fife,308998,"",Dose 2,"",19,"",0.006148907,"",839,"",0.271522793,""
20210220,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",414,"",0.324632044,"",46698,"",36.61755365,""
20210220,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",87,"",0.068219777,"",487,"",0.381873927,""
20210220,S12000049,"",Glasgow City,532454,"",Dose 1,"",1251,"",0.234949874,"",132248,"",24.83745075,""
20210220,S12000049,"",Glasgow City,532454,"",Dose 2,"",327,"",0.061413756,"",2831,"",0.531689122,""
20210220,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",2761,"",0.99126139,"",79928,"",28.69595812,""
20210220,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",16,"",0.005744362,"",923,"",0.331377857,""
20210221,"",:,Unknown,"",z,Dose 1,"",6,"","",z,2888,"","",z
20210221,"",:,Unknown,"",z,Dose 2,"",1,"","",z,96,"","",z
20210221,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",1,"",0.002347749,"",14058,"",33.00464854,""
20210221,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",306,"",0.718411044,""
20210221,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",26,"",0.020697835,"",55700,"",44.34113217,""
20210221,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",225,"",0.179115884,"",1670,"",1.329437895,""
20210221,S12000008,"",East Ayrshire,100957,"",Dose 1,"",1,"",0.000991,"",36976,"",36.62549402,""
20210221,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",1378,"",1.364937548,""
20210221,S12000010,"",East Lothian,87390,"",Dose 1,"",8,"",0.009154365,"",28048,"",32.0952054,""
20210221,S12000010,"",East Lothian,87390,"",Dose 2,"",290,"",0.331845749,"",1580,"",1.807987184,""
20210221,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",23,"",0.030261167,"",27067,"",35.61213078,""
20210221,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",73,"",0.096046313,"",547,"",0.719689494,""
20210221,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",0,"",0,"",10899,"",48.513309,""
20210221,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",191,"",0.850173596,""
20210221,S12000014,"",Falkirk,132778,"",Dose 1,"",12,"",0.009037642,"",41895,"",31.55266686,""
20210221,S12000014,"",Falkirk,132778,"",Dose 2,"",9,"",0.006778231,"",615,"",0.463179141,""
20210221,S12000017,"",Highland,196794,"",Dose 1,"",1,"",0.000508,"",72655,"",36.91931665,""
20210221,S12000017,"",Highland,196794,"",Dose 2,"",1,"",0.000508,"",1610,"",0.818114373,""
20210221,S12000018,"",Inverclyde,65197,"",Dose 1,"",421,"",0.645735233,"",24168,"",37.0691903,""
20210221,S12000018,"",Inverclyde,65197,"",Dose 2,"",2,"",0.003067626,"",1003,"",1.538414344,""
20210221,S12000019,"",Midlothian,74507,"",Dose 1,"",80,"",0.107372462,"",23804,"",31.94867596,""
20210221,S12000019,"",Midlothian,74507,"",Dose 2,"",12,"",0.016105869,"",1117,"",1.499187996,""
20210221,S12000020,"",Moray,79675,"",Dose 1,"",4,"",0.005020395,"",26199,"",32.88233448,""
20210221,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",339,"",0.425478506,""
20210221,S12000021,"",North Ayrshire,112272,"",Dose 1,"",1212,"",1.079521163,"",42381,"",37.74850363,""
20210221,S12000021,"",North Ayrshire,112272,"",Dose 2,"",4,"",0.003562776,"",1379,"",1.228267066,""
20210221,S12000023,"",Orkney Islands,18688,"",Dose 1,"",0,"",0,"",6934,"",37.10402397,""
20210221,S12000023,"",Orkney Islands,18688,"",Dose 2,"",1,"",0.005351027,"",128,"",0.684931507,""
20210221,S12000026,"",Scottish Borders,96487,"",Dose 1,"",1,"",0.001036409,"",37359,"",38.7192057,""
20210221,S12000026,"",Scottish Borders,96487,"",Dose 2,"",7,"",0.007254863,"",881,"",0.913076373,""
20210221,S12000027,"",Shetland Islands,18722,"",Dose 1,"",0,"",0,"",8535,"",45.5880782,""
20210221,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",185,"",0.988142292,""
20210221,S12000028,"",South Ayrshire,95002,"",Dose 1,"",855,"",0.899981053,"",39446,"",41.52123113,""
20210221,S12000028,"",South Ayrshire,95002,"",Dose 2,"",1,"",0.001052609,"",1400,"",1.473653186,""
20210221,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",2694,"",1.017060491,"",81448,"",30.74890234,""
20210221,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",41,"",0.015478649,"",1400,"",0.528539231,""
20210221,S12000030,"",Stirling,78793,"",Dose 1,"",1,"",0.001269148,"",25484,"",32.34297463,""
20210221,S12000030,"",Stirling,78793,"",Dose 2,"",5,"",0.006345741,"",557,"",0.706915589,""
20210221,S12000033,"",Aberdeen City,193247,"",Dose 1,"",2,"",0.001034945,"",51319,"",26.55616905,""
20210221,S12000033,"",Aberdeen City,193247,"",Dose 2,"",2,"",0.001034945,"",1656,"",0.85693439,""
20210221,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",17,"",0.008011537,"",68165,"",32.12390548,""
20210221,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",9,"",0.004241402,"",5130,"",2.41759899,""
20210221,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",0,"",0,"",27934,"",38.28463352,""
20210221,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",1,"",0.001370539,"",236,"",0.323447179,""
20210221,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1803,"",0.404384306,"",107602,"",24.13342215,""
20210221,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",193,"",0.043286839,"",4811,"",1.079031003,""
20210221,S12000038,"",Renfrewshire,148833,"",Dose 1,"",177,"",0.118925238,"",48589,"",32.64665766,""
20210221,S12000038,"",Renfrewshire,148833,"",Dose 2,"",100,"",0.0671894,"",867,"",0.5825321,""
20210221,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",90,"",0.122811566,"",25100,"",34.25078122,""
20210221,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",6,"",0.008187438,"",778,"",1.06163776,""
20210221,S12000040,"",West Lothian,147606,"",Dose 1,"",817,"",0.553500535,"",39892,"",27.02600165,""
20210221,S12000040,"",West Lothian,147606,"",Dose 2,"",72,"",0.048778505,"",1703,"",1.153747138,""
20210221,S12000041,"",Angus,97055,"",Dose 1,"",31,"",0.031940652,"",37881,"",39.03044665,""
20210221,S12000041,"",Angus,97055,"",Dose 2,"",47,"",0.04842615,"",696,"",0.717119159,""
20210221,S12000042,"",Dundee City,125276,"",Dose 1,"",334,"",0.266611322,"",42122,"",33.62335962,""
20210221,S12000042,"",Dundee City,125276,"",Dose 2,"",146,"",0.116542674,"",1070,"",0.854114116,""
20210221,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",84,"",0.094126084,"",34017,"",38.11770243,""
20210221,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",133,"",0.149032967,"",942,"",1.055556801,""
20210221,S12000047,"",Fife,308998,"",Dose 1,"",462,"",0.149515531,"",101014,"",32.69082648,""
20210221,S12000047,"",Fife,308998,"",Dose 2,"",37,"",0.011974188,"",876,"",0.283496981,""
20210221,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",165,"",0.129382337,"",46863,"",36.74693599,""
20210221,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",101,"",0.079197673,"",588,"",0.461071599,""
20210221,S12000049,"",Glasgow City,532454,"",Dose 1,"",993,"",0.186494984,"",133241,"",25.02394573,""
20210221,S12000049,"",Glasgow City,532454,"",Dose 2,"",265,"",0.049769558,"",3096,"",0.58145868,""
20210221,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",3138,"",1.126612909,"",83066,"",29.82257103,""
20210221,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",76,"",0.027285717,"",999,"",0.358663574,""
20210222,"",:,Unknown,"",z,Dose 1,"",29,"","",z,2917,"","",z
20210222,"",:,Unknown,"",z,Dose 2,"",16,"","",z,112,"","",z
20210222,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",20,"",0.04695497,"",14078,"",33.05160351,""
20210222,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",5,"",0.011738743,"",311,"",0.730149786,""
20210222,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",324,"",0.257926873,"",56024,"",44.59905904,""
20210222,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",539,"",0.429082051,"",2209,"",1.758519946,""
20210222,S12000008,"",East Ayrshire,100957,"",Dose 1,"",848,"",0.839961568,"",37824,"",37.46545559,""
20210222,S12000008,"",East Ayrshire,100957,"",Dose 2,"",121,"",0.119853007,"",1499,"",1.484790554,""
20210222,S12000010,"",East Lothian,87390,"",Dose 1,"",603,"",0.690010299,"",28651,"",32.7852157,""
20210222,S12000010,"",East Lothian,87390,"",Dose 2,"",69,"",0.078956402,"",1649,"",1.886943586,""
20210222,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",226,"",0.297348859,"",27293,"",35.90947964,""
20210222,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",250,"",0.328925729,"",797,"",1.048615223,""
20210222,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",1,"",0.004451171,"",10900,"",48.51776017,""
20210222,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",5,"",0.022255853,"",196,"",0.872429449,""
20210222,S12000014,"",Falkirk,132778,"",Dose 1,"",28,"",0.021087831,"",41923,"",31.57375469,""
20210222,S12000014,"",Falkirk,132778,"",Dose 2,"",223,"",0.16794951,"",838,"",0.631128651,""
20210222,S12000017,"",Highland,196794,"",Dose 1,"",447,"",0.227141071,"",73102,"",37.14645772,""
20210222,S12000017,"",Highland,196794,"",Dose 2,"",90,"",0.045733102,"",1700,"",0.863847475,""
20210222,S12000018,"",Inverclyde,65197,"",Dose 1,"",29,"",0.044480574,"",24197,"",37.11367087,""
20210222,S12000018,"",Inverclyde,65197,"",Dose 2,"",129,"",0.197861865,"",1132,"",1.736276209,""
20210222,S12000019,"",Midlothian,74507,"",Dose 1,"",146,"",0.195954743,"",23950,"",32.14463071,""
20210222,S12000019,"",Midlothian,74507,"",Dose 2,"",166,"",0.222797858,"",1283,"",1.721985854,""
20210222,S12000020,"",Moray,79675,"",Dose 1,"",31,"",0.038908064,"",26230,"",32.92124255,""
20210222,S12000020,"",Moray,79675,"",Dose 2,"",3,"",0.003765297,"",342,"",0.429243803,""
20210222,S12000021,"",North Ayrshire,112272,"",Dose 1,"",57,"",0.05076956,"",42438,"",37.79927319,""
20210222,S12000021,"",North Ayrshire,112272,"",Dose 2,"",148,"",0.131822716,"",1527,"",1.360089782,""
20210222,S12000023,"",Orkney Islands,18688,"",Dose 1,"",9,"",0.048159247,"",6943,"",37.15218322,""
20210222,S12000023,"",Orkney Islands,18688,"",Dose 2,"",62,"",0.331763699,"",190,"",1.016695205,""
20210222,S12000026,"",Scottish Borders,96487,"",Dose 1,"",69,"",0.071512224,"",37428,"",38.79071792,""
20210222,S12000026,"",Scottish Borders,96487,"",Dose 2,"",17,"",0.017618954,"",898,"",0.930695327,""
20210222,S12000027,"",Shetland Islands,18722,"",Dose 1,"",0,"",0,"",8535,"",45.5880782,""
20210222,S12000027,"",Shetland Islands,18722,"",Dose 2,"",1,"",0.00534131,"",186,"",0.993483602,""
20210222,S12000028,"",South Ayrshire,95002,"",Dose 1,"",1338,"",1.408391402,"",40784,"",42.92962253,""
20210222,S12000028,"",South Ayrshire,95002,"",Dose 2,"",114,"",0.119997474,"",1514,"",1.59365066,""
20210222,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",3062,"",1.155990803,"",84510,"",31.90489314,""
20210222,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",373,"",0.140817952,"",1773,"",0.669357183,""
20210222,S12000030,"",Stirling,78793,"",Dose 1,"",200,"",0.253829655,"",25684,"",32.59680428,""
20210222,S12000030,"",Stirling,78793,"",Dose 2,"",25,"",0.031728707,"",582,"",0.738644296,""
20210222,S12000033,"",Aberdeen City,193247,"",Dose 1,"",104,"",0.053817136,"",51423,"",26.60998618,""
20210222,S12000033,"",Aberdeen City,193247,"",Dose 2,"",143,"",0.073998561,"",1799,"",0.930932951,""
20210222,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",214,"",0.100851108,"",68379,"",32.22475659,""
20210222,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",119,"",0.056080756,"",5249,"",2.473679746,""
20210222,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",142,"",0.194616523,"",28076,"",38.47925004,""
20210222,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",7,"",0.009593772,"",243,"",0.333040952,""
20210222,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",2683,"",0.601754351,"",110285,"",24.7351765,""
20210222,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",548,"",0.122907709,"",5359,"",1.201938712,""
20210222,S12000038,"",Renfrewshire,148833,"",Dose 1,"",228,"",0.153191832,"",48817,"",32.7998495,""
20210222,S12000038,"",Renfrewshire,148833,"",Dose 2,"",358,"",0.240538053,"",1225,"",0.823070152,""
20210222,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",34,"",0.046395481,"",25134,"",34.2971767,""
20210222,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",127,"",0.173300766,"",905,"",1.234938526,""
20210222,S12000040,"",West Lothian,147606,"",Dose 1,"",842,"",0.570437516,"",40734,"",27.59643917,""
20210222,S12000040,"",West Lothian,147606,"",Dose 2,"",161,"",0.109074157,"",1864,"",1.262821295,""
20210222,S12000041,"",Angus,97055,"",Dose 1,"",414,"",0.426562259,"",38295,"",39.45700891,""
20210222,S12000041,"",Angus,97055,"",Dose 2,"",74,"",0.076245428,"",770,"",0.793364587,""
20210222,S12000042,"",Dundee City,125276,"",Dose 1,"",1278,"",1.020147514,"",43400,"",34.64350714,""
20210222,S12000042,"",Dundee City,125276,"",Dose 2,"",166,"",0.132507424,"",1236,"",0.98662154,""
20210222,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",51,"",0.05714798,"",34068,"",38.17485041,""
20210222,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",203,"",0.22747137,"",1145,"",1.283028171,""
20210222,S12000047,"",Fife,308998,"",Dose 1,"",627,"",0.202913935,"",101641,"",32.89374041,""
20210222,S12000047,"",Fife,308998,"",Dose 2,"",73,"",0.023624748,"",949,"",0.307121729,""
20210222,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",593,"",0.464992276,"",47456,"",37.21192827,""
20210222,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",100,"",0.078413537,"",688,"",0.539485137,""
20210222,S12000049,"",Glasgow City,532454,"",Dose 1,"",1370,"",0.257299222,"",134611,"",25.28124495,""
20210222,S12000049,"",Glasgow City,532454,"",Dose 2,"",840,"",0.157760107,"",3936,"",0.739218787,""
20210222,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",3092,"",1.11009787,"",86158,"",30.9326689,""
20210222,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",612,"",0.219721829,"",1611,"",0.578385404,""
20210223,"",:,Unknown,"",z,Dose 1,"",22,"","",z,2939,"","",z
20210223,"",:,Unknown,"",z,Dose 2,"",7,"","",z,119,"","",z
20210223,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",20,"",0.04695497,"",14098,"",33.09855848,""
20210223,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",55,"",0.129126168,"",366,"",0.859275954,""
20210223,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",528,"",0.420325274,"",56552,"",45.01938432,""
20210223,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",789,"",0.6280997,"",2998,"",2.386619645,""
20210223,S12000008,"",East Ayrshire,100957,"",Dose 1,"",862,"",0.853828858,"",38686,"",38.31928445,""
20210223,S12000008,"",East Ayrshire,100957,"",Dose 2,"",130,"",0.128767693,"",1629,"",1.613558248,""
20210223,S12000010,"",East Lothian,87390,"",Dose 1,"",542,"",0.620208262,"",29193,"",33.40542396,""
20210223,S12000010,"",East Lothian,87390,"",Dose 2,"",55,"",0.062936263,"",1704,"",1.949879849,""
20210223,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",53,"",0.069732254,"",27346,"",35.97921189,""
20210223,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",229,"",0.301295967,"",1026,"",1.34991119,""
20210223,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",1,"",0.004451171,"",10901,"",48.52221134,""
20210223,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",1,"",0.004451171,"",197,"",0.87688062,""
20210223,S12000014,"",Falkirk,132778,"",Dose 1,"",68,"",0.051213303,"",41991,"",31.62496799,""
20210223,S12000014,"",Falkirk,132778,"",Dose 2,"",437,"",0.329120788,"",1275,"",0.960249439,""
20210223,S12000017,"",Highland,196794,"",Dose 1,"",1032,"",0.524406232,"",74134,"",37.67086395,""
20210223,S12000017,"",Highland,196794,"",Dose 2,"",129,"",0.065550779,"",1829,"",0.929398254,""
20210223,S12000018,"",Inverclyde,65197,"",Dose 1,"",273,"",0.418730923,"",24470,"",37.5324018,""
20210223,S12000018,"",Inverclyde,65197,"",Dose 2,"",45,"",0.069021581,"",1177,"",1.80529779,""
20210223,S12000019,"",Midlothian,74507,"",Dose 1,"",121,"",0.162400848,"",24071,"",32.30703155,""
20210223,S12000019,"",Midlothian,74507,"",Dose 2,"",168,"",0.225482169,"",1451,"",1.947468023,""
20210223,S12000020,"",Moray,79675,"",Dose 1,"",25,"",0.031377471,"",26255,"",32.95262002,""
20210223,S12000020,"",Moray,79675,"",Dose 2,"",134,"",0.168183244,"",476,"",0.597427047,""
20210223,S12000021,"",North Ayrshire,112272,"",Dose 1,"",33,"",0.029392903,"",42471,"",37.8286661,""
20210223,S12000021,"",North Ayrshire,112272,"",Dose 2,"",140,"",0.124697164,"",1667,"",1.484786946,""
20210223,S12000023,"",Orkney Islands,18688,"",Dose 1,"",41,"",0.219392123,"",6984,"",37.37157534,""
20210223,S12000023,"",Orkney Islands,18688,"",Dose 2,"",60,"",0.321061644,"",250,"",1.337756849,""
20210223,S12000026,"",Scottish Borders,96487,"",Dose 1,"",429,"",0.444619482,"",37857,"",39.2353374,""
20210223,S12000026,"",Scottish Borders,96487,"",Dose 2,"",84,"",0.08705836,"",982,"",1.017753687,""
20210223,S12000027,"",Shetland Islands,18722,"",Dose 1,"",12,"",0.064095716,"",8547,"",45.65217391,""
20210223,S12000027,"",Shetland Islands,18722,"",Dose 2,"",43,"",0.229676317,"",229,"",1.223159919,""
20210223,S12000028,"",South Ayrshire,95002,"",Dose 1,"",921,"",0.969453275,"",41705,"",43.89907581,""
20210223,S12000028,"",South Ayrshire,95002,"",Dose 2,"",132,"",0.138944443,"",1646,"",1.732595103,""
20210223,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",3297,"",1.244709889,"",87807,"",33.14960303,""
20210223,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",433,"",0.163469634,"",2206,"",0.832826817,""
20210223,S12000030,"",Stirling,78793,"",Dose 1,"",318,"",0.403589151,"",26002,"",33.00039344,""
20210223,S12000030,"",Stirling,78793,"",Dose 2,"",154,"",0.195448834,"",736,"",0.93409313,""
20210223,S12000033,"",Aberdeen City,193247,"",Dose 1,"",138,"",0.071411199,"",51561,"",26.68139738,""
20210223,S12000033,"",Aberdeen City,193247,"",Dose 2,"",125,"",0.064684057,"",1924,"",0.995617008,""
20210223,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",30,"",0.014138006,"",68409,"",32.2388946,""
20210223,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",107,"",0.050425554,"",5356,"",2.5241053,""
20210223,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",597,"",0.818211721,"",28673,"",39.29746176,""
20210223,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",16,"",0.021928622,"",259,"",0.354969574,""
20210223,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",2508,"",0.562504626,"",112793,"",25.29768113,""
20210223,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",567,"",0.127169108,"",5926,"",1.32910782,""
20210223,S12000038,"",Renfrewshire,148833,"",Dose 1,"",291,"",0.195521155,"",49108,"",32.99537065,""
20210223,S12000038,"",Renfrewshire,148833,"",Dose 2,"",542,"",0.364166549,"",1767,"",1.187236702,""
